having_IP_Address,URL_Length,Shortening_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,HTTPS_token,Request_URL,Abnormal_URL,Website_Traffic,Label
1,-1,-1,1,-1,1,1,1,-1,-1,1
-1,1,1,1,-1,1,1,1,-1,1,1
-1,1,-1,1,-1,-1,-1,-1,-1,0,1
-1,-1,-1,-1,-1,-1,1,1,1,0,1
-1,1,1,1,-1,-1,1,-1,1,-1,1
-1,-1,1,1,1,1,1,-1,1,0,0
1,1,-1,1,1,-1,-1,1,-1,0,0
-1,1,-1,-1,1,1,1,-1,-1,1,1
1,1,-1,-1,1,-1,1,1,1,1,0
-1,1,1,1,-1,-1,1,1,1,-1,0
1,1,-1,1,-1,1,1,-1,-1,-1,0
1,1,1,-1,1,1,1,-1,-1,0,0
-1,1,1,-1,-1,-1,-1,1,1,1,0
-1,-1,-1,-1,-1,-1,1,1,1,-1,0
-1,-1,1,-1,1,1,1,-1,1,-1,1
1,-1,-1,-1,1,-1,1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,1,-1,-1,0,0
1,-1,-1,-1,-1,1,1,-1,-1,1,0
1,1,-1,-1,1,-1,1,1,-1,-1,1
1,1,-1,-1,1,1,1,-1,-1,1,0
-1,-1,1,1,1,-1,1,1,-1,-1,0
-1,1,1,1,-1,1,1,1,1,-1,0
1,-1,-1,1,1,-1,1,-1,1,1,1
1,-1,-1,-1,1,1,-1,1,-1,1,0
-1,1,1,1,-1,-1,-1,-1,1,1,1
1,1,1,-1,-1,1,-1,1,-1,0,0
-1,1,1,-1,-1,-1,-1,-1,1,-1,1
1,-1,1,1,-1,-1,1,1,-1,0,1
-1,1,-1,-1,-1,-1,-1,1,1,1,1
1,-1,-1,1,1,-1,-1,-1,1,-1,0
-1,-1,1,1,1,-1,1,-1,-1,0,1
1,-1,-1,1,-1,-1,-1,1,-1,-1,1
-1,1,1,-1,-1,-1,-1,1,1,0,1
-1,1,-1,1,-1,-1,1,-1,1,1,1
1,-1,1,-1,-1,-1,1,1,-1,0,0
1,1,-1,1,-1,1,1,-1,1,-1,0
-1,1,1,1,1,1,-1,1,-1,-1,0
1,1,1,1,1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,1,1,1,1,1,-1,1
1,-1,1,-1,1,-1,1,-1,-1,1,0
-1,1,-1,-1,-1,-1,-1,-1,1,0,1
-1,-1,-1,1,1,1,1,1,1,1,0
-1,1,1,1,-1,-1,-1,-1,-1,1,0
-1,1,-1,-1,-1,-1,1,1,1,1,0
-1,1,-1,-1,-1,1,1,-1,-1,-1,1
-1,1,-1,-1,1,1,-1,-1,-1,-1,0
1,-1,-1,-1,-1,-1,1,-1,-1,-1,0
1,-1,-1,-1,1,1,1,1,1,0,0
1,-1,1,-1,1,1,1,-1,-1,-1,1
-1,1,-1,1,-1,-1,-1,1,1,0,0
-1,1,-1,-1,-1,1,1,-1,-1,-1,0
-1,1,-1,1,-1,1,1,1,-1,-1,1
-1,-1,-1,1,1,-1,1,1,-1,1,1
1,1,-1,-1,-1,1,1,1,1,1,0
1,-1,1,-1,1,1,1,-1,1,1,0
-1,-1,-1,1,-1,-1,1,1,-1,0,0
1,-1,1,-1,-1,-1,-1,-1,-1,0,1
1,-1,1,-1,1,-1,-1,1,1,-1,1
-1,-1,1,1,1,1,1,1,1,0,1
1,-1,1,1,1,-1,-1,1,1,-1,0
-1,1,-1,1,1,-1,-1,1,-1,0,1
1,1,1,-1,1,1,1,-1,1,0,0
-1,-1,1,1,1,-1,-1,1,-1,0,1
-1,-1,-1,-1,-1,-1,-1,1,1,1,1
-1,1,-1,1,-1,-1,-1,-1,-1,0,1
-1,-1,-1,1,1,-1,-1,1,-1,1,0
1,-1,1,1,-1,1,-1,1,-1,1,0
-1,1,-1,-1,1,-1,-1,1,1,0,0
-1,-1,-1,-1,-1,-1,-1,1,1,-1,0
-1,-1,1,1,-1,1,-1,-1,1,-1,1
1,-1,-1,1,1,-1,1,-1,-1,-1,0
-1,1,-1,1,1,1,1,1,-1,0,1
1,1,-1,-1,1,1,-1,-1,1,-1,0
-1,1,-1,1,-1,1,-1,-1,-1,1,0
1,-1,1,-1,1,-1,1,1,-1,-1,1
1,-1,-1,1,-1,1,-1,-1,-1,0,1
-1,1,-1,1,1,1,-1,1,1,-1,0
1,-1,1,1,-1,1,1,-1,-1,1,0
-1,-1,-1,1,-1,-1,1,-1,1,0,1
-1,-1,1,1,1,-1,1,-1,1,-1,1
-1,-1,-1,1,-1,-1,-1,1,1,0,1
1,-1,1,-1,-1,-1,-1,-1,1,0,1
1,1,1,1,1,-1,1,1,1,0,1
-1,-1,1,-1,-1,-1,1,1,-1,-1,0
-1,1,1,1,1,-1,-1,-1,1,0,0
1,-1,-1,1,1,1,1,1,1,-1,0
-1,1,1,-1,1,1,-1,-1,1,1,0
-1,-1,-1,1,1,1,-1,1,-1,-1,1
-1,1,1,-1,-1,1,1,1,-1,1,1
1,-1,1,-1,-1,-1,1,-1,-1,-1,1
1,1,1,1,-1,1,-1,-1,-1,0,0
1,-1,-1,-1,1,1,1,-1,1,-1,1
-1,1,1,-1,-1,1,1,-1,1,0,1
-1,-1,-1,1,-1,1,1,1,-1,1,0
-1,1,-1,-1,1,-1,1,1,-1,-1,0
1,1,-1,1,1,-1,-1,1,-1,0,0
-1,-1,-1,1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,1,1,1,-1,1,1,1,1
-1,1,-1,1,1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,1,1,1,1,-1,1,0
1,1,-1,1,1,-1,1,-1,-1,0,1
1,1,-1,1,-1,-1,-1,1,-1,1,0
-1,1,1,-1,1,-1,-1,1,-1,1,1
1,-1,1,1,1,-1,1,-1,-1,0,0
1,1,1,1,1,-1,-1,1,-1,1,0
-1,1,1,-1,1,1,-1,-1,1,1,0
-1,-1,1,-1,1,-1,1,1,1,1,1
1,-1,-1,-1,1,1,-1,1,1,1,1
-1,-1,-1,-1,1,1,1,-1,1,0,0
1,-1,-1,-1,1,1,1,-1,1,1,1
-1,1,-1,-1,-1,1,-1,1,1,0,0
1,1,-1,-1,1,1,1,1,-1,1,0
-1,1,-1,1,-1,-1,-1,1,-1,1,1
1,1,-1,-1,1,-1,1,1,1,1,1
1,-1,1,-1,1,-1,-1,1,-1,1,1
1,1,1,-1,1,-1,-1,1,1,0,1
-1,1,1,1,1,1,-1,-1,-1,0,0
1,-1,1,1,-1,-1,1,-1,-1,0,1
1,1,-1,-1,1,-1,1,-1,-1,-1,1
-1,1,-1,-1,1,1,-1,1,-1,1,0
-1,1,-1,-1,-1,1,1,1,-1,1,0
1,1,1,1,-1,-1,-1,1,-1,0,0
1,1,-1,1,1,-1,-1,-1,1,-1,0
-1,1,-1,-1,-1,1,1,-1,1,1,1
-1,-1,-1,1,-1,-1,-1,1,-1,0,1
-1,-1,1,-1,-1,-1,1,1,1,1,0
-1,1,-1,1,1,-1,-1,-1,-1,1,0
-1,1,1,1,1,-1,1,-1,1,0,1
1,-1,1,-1,1,1,-1,-1,-1,0,1
-1,1,1,-1,-1,1,-1,1,1,1,1
1,1,1,-1,1,1,1,1,-1,1,1
1,1,-1,-1,-1,-1,-1,1,1,0,1
1,-1,1,1,1,-1,-1,-1,-1,1,0
-1,1,1,1,1,-1,1,-1,1,1,0
1,-1,-1,1,-1,-1,-1,1,-1,0,0
1,1,-1,-1,1,-1,1,1,-1,1,0
-1,-1,1,1,-1,1,-1,-1,-1,1,1
1,-1,-1,-1,-1,-1,1,1,1,-1,0
1,1,1,1,1,-1,-1,-1,1,0,1
-1,-1,1,-1,-1,1,-1,-1,1,-1,1
1,1,1,-1,1,-1,-1,1,-1,-1,1
1,-1,1,1,1,1,1,-1,1,-1,1
1,1,-1,-1,-1,1,1,1,-1,1,1
-1,1,1,-1,1,1,1,-1,1,1,1
-1,-1,-1,1,-1,1,1,-1,1,-1,1
-1,1,-1,-1,1,1,-1,1,1,-1,0
1,1,-1,-1,1,-1,-1,-1,1,-1,1
1,-1,-1,-1,1,1,1,1,-1,1,0
-1,1,1,1,1,1,1,1,1,-1,0
1,1,-1,1,1,-1,1,-1,1,-1,1
1,-1,1,-1,-1,-1,-1,1,-1,0,1
-1,-1,-1,1,-1,1,1,1,-1,0,0
-1,1,-1,-1,-1,-1,1,1,1,1,0
1,1,1,-1,-1,-1,-1,1,1,0,0
1,-1,1,-1,-1,1,-1,1,-1,0,0
1,-1,1,-1,-1,1,1,1,-1,0,1
-1,1,-1,-1,1,-1,-1,-1,-1,1,1
-1,-1,-1,1,1,1,1,1,1,0,1
-1,1,1,-1,-1,1,-1,-1,1,1,0
-1,1,1,1,-1,-1,1,-1,1,-1,1
1,1,1,1,1,1,1,1,-1,0,0
-1,1,1,-1,1,1,1,-1,-1,1,1
-1,1,-1,-1,1,1,1,-1,-1,0,0
-1,-1,1,1,-1,1,-1,1,1,-1,1
-1,-1,1,1,-1,1,-1,1,-1,1,1
-1,-1,1,1,-1,-1,-1,1,1,1,0
1,-1,1,-1,1,-1,-1,-1,-1,1,0
1,1,-1,1,1,1,1,-1,1,-1,0
-1,1,1,-1,-1,-1,1,1,1,-1,0
1,1,-1,-1,-1,1,-1,1,-1,-1,0
-1,1,1,-1,1,1,-1,-1,1,1,1
-1,-1,1,1,1,1,-1,-1,-1,-1,0
1,1,-1,-1,1,1,-1,-1,1,0,1
1,1,1,-1,1,1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,1,-1,1,1
-1,-1,-1,-1,1,-1,1,-1,1,0,1
-1,-1,1,-1,1,1,1,-1,-1,-1,1
1,-1,-1,1,1,-1,-1,-1,1,0,0
-1,1,-1,-1,-1,1,-1,-1,-1,0,0
-1,1,-1,-1,-1,-1,-1,1,-1,1,1
-1,-1,-1,1,1,1,-1,1,-1,0,1
1,1,-1,-1,1,-1,1,-1,-1,0,0
-1,1,-1,1,1,1,1,-1,1,1,0
-1,1,-1,-1,-1,1,-1,1,-1,1,1
1,-1,-1,1,-1,-1,1,1,-1,1,0
-1,1,1,1,-1,-1,1,-1,1,0,0
-1,-1,1,-1,1,1,-1,-1,1,0,0
1,1,-1,-1,-1,-1,-1,1,1,0,1
-1,1,1,-1,1,1,-1,1,1,1,0
1,1,-1,1,1,-1,-1,1,1,-1,1
1,-1,-1,1,1,-1,-1,1,1,0,1
-1,1,1,1,-1,1,-1,1,-1,-1,1
-1,-1,-1,-1,1,-1,1,1,1,1,1
-1,-1,-1,1,-1,-1,1,-1,-1,0,1
-1,-1,-1,1,-1,1,-1,1,1,-1,0
1,1,-1,-1,1,-1,1,1,-1,0,1
-1,1,1,1,1,1,-1,1,-1,0,1
1,1,-1,1,-1,1,-1,1,-1,0,1
-1,1,-1,-1,1,1,-1,-1,1,-1,0
-1,-1,-1,1,-1,1,-1,-1,1,1,0
-1,-1,1,-1,1,1,1,1,1,0,0
1,-1,-1,-1,-1,-1,-1,-1,1,1,0
-1,1,1,-1,-1,1,1,-1,-1,1,0
-1,-1,1,-1,-1,1,-1,-1,1,-1,0
-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,1,1,-1,-1,-1,-1,1,1
1,1,1,1,1,-1,1,-1,1,0,1
-1,1,-1,-1,-1,1,-1,1,1,-1,0
1,-1,1,-1,-1,1,-1,1,1,0,1
1,-1,1,1,1,1,-1,1,-1,0,1
1,-1,-1,-1,1,-1,1,1,1,0,0
1,-1,-1,-1,1,1,1,1,-1,1,1
1,1,1,-1,1,-1,1,-1,1,0,1
1,-1,1,1,1,1,-1,1,-1,1,0
-1,-1,1,1,1,-1,1,1,1,1,1
1,-1,1,-1,-1,1,-1,-1,1,0,0
1,1,-1,-1,1,1,1,-1,-1,0,0
1,1,-1,1,1,1,1,1,1,0,1
-1,-1,-1,1,-1,-1,-1,-1,1,0,1
-1,1,-1,-1,1,-1,1,-1,1,1,1
1,-1,-1,-1,1,1,-1,-1,1,0,0
-1,1,1,1,1,1,-1,-1,1,0,0
1,1,-1,1,1,1,1,1,1,1,0
1,1,-1,1,1,-1,-1,-1,1,-1,1
-1,1,-1,-1,-1,1,-1,1,-1,-1,1
1,-1,-1,1,1,1,1,1,-1,1,0
-1,-1,-1,-1,-1,1,1,-1,1,-1,1
-1,-1,1,1,-1,1,-1,-1,1,1,1
1,1,1,1,1,-1,1,-1,1,0,0
1,-1,1,1,-1,-1,-1,1,-1,0,0
-1,-1,-1,1,1,1,-1,-1,-1,-1,1
1,-1,1,-1,-1,1,1,-1,1,0,0
1,1,1,-1,-1,-1,1,-1,-1,-1,1
1,1,-1,1,1,-1,1,-1,1,-1,0
-1,1,-1,-1,1,1,1,-1,1,0,0
-1,-1,-1,1,1,-1,-1,1,1,0,0
1,-1,1,1,1,-1,-1,-1,1,-1,1
-1,-1,1,1,1,1,1,-1,-1,0,1
-1,1,-1,1,-1,-1,1,-1,-1,1,0
-1,1,-1,-1,-1,-1,-1,1,1,0,0
-1,-1,1,1,-1,1,-1,-1,-1,0,0
-1,1,1,1,-1,1,-1,1,-1,1,1
1,1,-1,-1,-1,-1,-1,1,1,0,0
1,1,-1,1,-1,1,1,-1,-1,0,0
1,1,1,1,-1,-1,-1,-1,1,-1,0
-1,-1,-1,1,1,1,-1,-1,1,0,0
-1,1,1,-1,1,-1,1,1,1,0,1
1,1,1,1,-1,1,-1,1,1,1,1
-1,1,1,-1,-1,-1,-1,1,-1,-1,0
1,1,1,1,1,-1,1,1,1,-1,1
1,-1,-1,1,1,-1,1,1,-1,-1,1
1,-1,-1,-1,1,1,1,1,1,0,1
-1,1,1,1,1,1,-1,-1,1,-1,0
-1,1,1,1,-1,-1,-1,-1,-1,1,1
1,1,1,-1,1,-1,1,1,1,-1,1
1,1,1,-1,-1,1,1,-1,-1,1,1
1,1,1,-1,-1,1,-1,-1,-1,-1,0
1,1,-1,-1,-1,1,1,1,1,-1,0
-1,-1,-1,-1,1,1,1,1,1,1,1
-1,1,-1,1,1,1,1,-1,1,-1,1
1,-1,-1,-1,-1,1,-1,1,1,-1,0
1,-1,1,1,-1,-1,-1,1,1,-1,0
-1,1,1,1,-1,1,-1,-1,1,0,1
-1,-1,1,1,1,-1,-1,1,-1,1,1
1,-1,1,-1,-1,1,-1,-1,-1,-1,0
1,-1,1,-1,1,1,-1,-1,1,1,0
1,-1,-1,1,-1,-1,1,-1,-1,1,1
-1,-1,1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,1,-1,-1,1,-1,1
-1,1,-1,-1,1,-1,1,1,1,-1,1
1,-1,-1,-1,1,-1,-1,1,-1,1,1
1,-1,-1,1,-1,-1,-1,1,1,0,0
-1,-1,1,1,1,-1,1,1,-1,1,1
-1,1,-1,-1,-1,1,1,-1,1,0,1
1,-1,-1,1,1,-1,1,-1,-1,1,0
-1,1,-1,-1,1,1,-1,1,-1,1,0
-1,-1,1,-1,1,1,1,-1,-1,1,1
1,1,1,1,-1,1,-1,1,-1,-1,1
-1,1,1,1,1,1,-1,1,1,0,0
1,-1,-1,1,1,-1,-1,1,1,0,0
1,-1,-1,-1,-1,-1,-1,-1,-1,1,0
1,1,1,1,-1,1,1,-1,-1,-1,1
1,-1,-1,-1,-1,1,1,-1,1,-1,1
1,1,1,1,-1,1,-1,-1,1,0,1
1,1,1,1,1,1,1,1,-1,-1,0
1,1,-1,-1,1,-1,-1,-1,-1,0,1
-1,1,-1,-1,1,1,-1,-1,-1,0,0
1,1,-1,-1,1,-1,-1,-1,-1,0,1
1,-1,-1,-1,1,1,1,1,-1,-1,0
-1,1,1,-1,-1,1,-1,1,1,0,1
-1,1,1,-1,1,1,-1,-1,-1,0,1
-1,-1,1,-1,1,1,1,-1,1,1,0
1,1,1,-1,1,-1,1,-1,1,0,0
-1,-1,1,1,-1,-1,1,-1,1,0,1
1,-1,-1,-1,-1,-1,1,1,-1,1,0
1,-1,1,-1,1,1,-1,-1,1,1,0
1,1,1,1,-1,1,1,-1,1,-1,1
1,1,1,-1,-1,-1,-1,-1,1,0,0
-1,1,-1,1,-1,-1,1,1,1,-1,1
-1,-1,-1,1,-1,1,1,1,-1,-1,1
1,1,-1,-1,-1,1,1,-1,-1,1,0
1,-1,-1,1,-1,-1,1,-1,1,-1,0
1,1,1,-1,-1,1,1,-1,1,0,1
-1,-1,1,1,1,1,1,-1,-1,1,1
1,1,-1,1,1,-1,-1,-1,-1,0,1
1,1,-1,1,-1,1,1,1,-1,0,1
-1,1,1,-1,1,-1,1,1,1,1,1
-1,-1,1,-1,1,1,1,1,-1,0,1
1,-1,-1,1,-1,-1,1,-1,1,1,0
-1,1,-1,1,1,1,-1,1,1,0,0
-1,1,-1,-1,-1,-1,1,1,-1,1,0
1,-1,-1,-1,-1,-1,1,1,1,-1,1
-1,-1,1,1,-1,-1,1,-1,-1,0,0
1,-1,1,1,1,-1,1,-1,1,1,1
-1,1,1,-1,1,1,-1,1,-1,0,1
1,-1,-1,-1,1,1,1,-1,1,0,0
1,1,-1,-1,1,-1,-1,1,1,0,1
1,-1,1,-1,-1,1,1,1,-1,1,1
-1,1,1,-1,-1,1,-1,1,-1,-1,1
1,-1,1,1,1,1,-1,1,-1,-1,1
-1,-1,1,-1,-1,1,1,-1,-1,-1,1
1,-1,-1,1,-1,1,1,-1,1,1,1
1,-1,1,-1,1,-1,-1,-1,-1,-1,0
-1,-1,1,1,-1,-1,-1,-1,-1,1,1
1,1,1,-1,1,-1,1,1,1,0,1
1,-1,1,-1,-1,-1,-1,-1,-1,0,1
-1,-1,1,1,1,1,-1,1,-1,-1,1
1,-1,1,1,-1,1,-1,-1,1,1,0
1,1,1,-1,-1,-1,1,-1,-1,0,0
1,-1,-1,-1,1,1,-1,-1,-1,1,1
1,1,-1,-1,1,1,-1,1,-1,1,1
-1,-1,-1,-1,1,-1,-1,1,-1,0,1
-1,-1,-1,-1,1,1,1,1,-1,1,0
1,1,1,1,-1,-1,1,1,-1,0,0
-1,-1,-1,1,-1,-1,-1,-1,1,0,0
1,1,-1,-1,1,1,1,1,-1,0,0
-1,1,1,1,-1,1,-1,1,1,1,1
1,-1,1,1,1,-1,1,-1,1,0,0
1,1,-1,1,1,-1,1,-1,1,1,0
1,-1,-1,-1,-1,1,-1,1,1,0,1
1,-1,1,1,-1,-1,1,-1,-1,0,1
1,1,-1,-1,1,-1,1,1,-1,-1,0
1,1,1,1,1,-1,1,-1,-1,-1,0
-1,1,1,-1,1,1,-1,1,1,-1,0
1,1,1,1,-1,-1,1,1,-1,1,0
-1,-1,1,-1,-1,1,1,1,-1,1,1
1,-1,-1,-1,-1,-1,-1,1,-1,0,1
-1,1,1,1,-1,1,1,1,1,0,0
-1,-1,1,-1,1,-1,1,-1,1,0,0
-1,-1,-1,-1,1,1,1,1,-1,0,0
1,-1,1,-1,1,1,1,1,1,1,0
1,-1,-1,-1,1,1,1,1,1,0,0
-1,1,-1,-1,1,-1,-1,1,-1,0,1
1,1,-1,-1,1,-1,-1,1,1,-1,1
-1,-1,1,-1,-1,-1,1,-1,1,0,1
1,1,-1,-1,-1,1,1,-1,-1,0,0
-1,1,-1,1,1,-1,1,1,1,0,0
-1,1,1,1,1,1,-1,-1,1,1,1
1,-1,-1,-1,-1,-1,-1,1,1,-1,1
-1,-1,-1,-1,-1,1,1,-1,1,0,0
1,-1,-1,1,-1,1,1,-1,1,0,1
-1,1,-1,1,-1,1,-1,1,1,-1,0
-1,-1,-1,1,1,-1,1,-1,1,0,0
1,-1,1,-1,1,-1,-1,-1,1,1,1
1,1,-1,1,1,-1,-1,1,-1,0,1
1,-1,-1,-1,1,1,1,1,-1,1,1
-1,-1,1,-1,1,1,-1,-1,-1,1,0
1,1,1,1,-1,-1,1,-1,-1,0,0
-1,1,1,-1,1,-1,1,-1,1,-1,1
-1,1,-1,-1,-1,-1,1,1,-1,1,0
1,-1,1,-1,1,1,1,-1,-1,-1,0
1,-1,-1,-1,1,1,1,-1,1,0,0
-1,-1,-1,1,1,1,1,-1,1,1,1
-1,1,1,1,1,1,-1,1,1,0,0
1,1,1,-1,1,1,-1,1,1,-1,1
1,-1,-1,-1,-1,-1,-1,1,1,0,1
1,-1,1,1,-1,1,-1,1,-1,0,0
1,1,-1,-1,-1,1,1,-1,1,1,1
1,1,1,1,1,1,-1,1,-1,0,0
-1,1,1,-1,1,1,-1,-1,-1,0,1
-1,1,1,-1,-1,1,-1,-1,1,0,1
-1,-1,-1,1,1,-1,1,-1,-1,1,0
-1,1,1,1,1,1,-1,-1,-1,-1,1
1,-1,-1,1,-1,1,1,1,1,-1,1
1,-1,-1,1,1,1,-1,1,-1,0,1
1,-1,-1,-1,-1,-1,1,1,-1,1,0
-1,1,-1,1,1,-1,1,1,-1,0,0
-1,1,1,-1,-1,-1,-1,1,1,-1,1
1,1,-1,1,1,1,1,-1,1,1,1
1,1,-1,1,1,-1,1,1,1,-1,1
-1,-1,1,-1,-1,1,-1,1,-1,-1,0
-1,1,-1,1,1,1,-1,1,1,1,0
1,1,1,1,1,-1,-1,1,-1,1,1
1,-1,-1,1,-1,1,1,-1,1,0,0
-1,1,1,1,1,1,1,-1,-1,0,0
1,-1,-1,-1,-1,1,1,-1,1,-1,0
1,-1,1,-1,1,-1,-1,-1,1,1,0
1,-1,-1,1,1,1,1,-1,-1,1,1
-1,-1,-1,1,1,1,1,1,1,0,0
-1,-1,1,1,1,-1,1,-1,-1,-1,0
-1,-1,1,-1,-1,1,1,-1,1,-1,1
-1,-1,1,-1,1,1,1,-1,1,0,1
-1,-1,1,-1,-1,-1,1,1,-1,1,0
-1,1,-1,-1,1,1,1,1,-1,0,0
-1,1,-1,1,1,1,-1,-1,-1,0,1
1,1,1,1,1,1,-1,1,1,0,1
1,1,-1,1,1,1,-1,1,-1,0,1
1,-1,1,-1,-1,1,1,-1,1,1,0
1,1,1,1,-1,-1,1,1,-1,0,0
1,-1,-1,-1,-1,-1,-1,1,-1,1,1
1,1,-1,-1,-1,-1,1,1,-1,0,0
1,1,-1,1,1,-1,-1,-1,-1,-1,1
-1,1,-1,1,-1,1,1,-1,-1,1,0
-1,-1,-1,1,-1,1,1,-1,-1,-1,1
1,1,-1,-1,1,1,-1,1,1,0,1
1,-1,-1,-1,1,1,-1,-1,-1,0,0
-1,-1,1,1,1,1,-1,1,1,0,0
1,1,1,1,1,-1,-1,1,-1,1,0
1,1,1,-1,-1,-1,-1,1,-1,-1,0
-1,1,1,1,-1,1,1,-1,-1,1,0
1,-1,1,-1,1,1,1,-1,1,1,0
-1,1,-1,-1,1,1,1,-1,1,0,1
1,-1,1,1,1,-1,-1,-1,-1,-1,0
-1,-1,1,1,-1,1,-1,1,1,0,1
-1,1,1,1,-1,1,-1,-1,-1,1,1
-1,1,1,1,1,1,-1,1,-1,0,0
1,-1,1,-1,1,-1,-1,-1,1,-1,1
-1,-1,1,-1,-1,1,-1,-1,1,0,1
1,-1,1,-1,1,-1,1,-1,1,-1,0
1,1,-1,1,1,-1,1,1,1,-1,0
1,-1,-1,-1,-1,-1,1,1,-1,0,0
1,1,1,1,1,-1,1,1,1,1,1
-1,-1,-1,1,-1,-1,1,1,1,0,0
-1,-1,-1,1,1,-1,-1,1,-1,1,0
1,1,-1,1,1,1,-1,-1,1,1,0
1,-1,-1,1,-1,1,-1,1,1,0,0
-1,1,1,1,-1,1,-1,1,1,1,1
1,1,-1,-1,1,-1,-1,1,1,1,0
-1,-1,-1,1,-1,1,-1,1,-1,0,1
1,1,-1,-1,1,-1,1,-1,-1,0,0
1,1,1,-1,1,-1,-1,1,1,0,1
-1,-1,1,1,-1,-1,-1,-1,1,1,1
1,1,1,1,1,1,-1,-1,-1,-1,1
-1,1,1,1,1,-1,-1,-1,1,1,0
1,1,1,-1,-1,-1,1,1,1,-1,1
1,-1,1,1,-1,1,1,-1,1,0,0
1,1,1,-1,1,1,-1,1,1,-1,0
-1,-1,-1,1,-1,-1,1,1,1,0,0
1,-1,-1,1,-1,-1,1,1,1,0,0
1,1,-1,-1,-1,1,-1,1,1,-1,0
1,1,1,-1,-1,1,-1,1,1,0,1
1,1,1,1,1,1,-1,-1,1,-1,0
-1,-1,1,-1,1,-1,-1,-1,-1,0,1
-1,1,1,-1,1,1,-1,1,-1,1,1
1,1,1,-1,-1,1,1,-1,-1,1,1
-1,1,-1,-1,-1,1,-1,1,1,0,1
1,1,-1,-1,-1,-1,-1,-1,1,0,1
1,1,1,1,-1,1,-1,-1,-1,-1,1
1,-1,1,1,-1,1,1,-1,1,1,1
-1,-1,1,-1,-1,1,-1,-1,-1,-1,0
-1,1,1,1,-1,1,-1,-1,1,0,1
-1,1,-1,1,1,1,-1,1,-1,0,0
-1,1,1,-1,1,-1,1,1,-1,-1,1
-1,1,1,1,-1,-1,-1,-1,-1,0,1
-1,-1,1,-1,-1,-1,-1,1,1,1,1
-1,1,1,-1,-1,1,-1,-1,-1,-1,1
-1,-1,-1,1,1,-1,1,1,1,1,0
-1,-1,1,-1,1,-1,-1,-1,1,1,0
1,1,1,-1,-1,-1,-1,-1,1,1,0
-1,-1,-1,-1,-1,1,-1,-1,1,-1,1
-1,-1,-1,-1,1,1,1,1,1,0,1
-1,-1,-1,-1,1,-1,-1,1,1,1,1
-1,-1,1,1,1,-1,-1,-1,1,1,0
-1,1,1,1,1,1,-1,-1,-1,1,1
-1,1,-1,-1,-1,1,1,1,-1,0,0
-1,-1,-1,-1,1,-1,1,1,-1,0,0
-1,1,-1,1,1,1,-1,1,1,-1,1
-1,1,-1,-1,-1,-1,1,1,1,0,1
-1,1,-1,1,1,1,1,1,1,-1,0
-1,1,-1,-1,1,-1,1,-1,1,-1,0
1,1,1,-1,1,-1,-1,1,-1,-1,0
1,-1,1,-1,-1,1,-1,-1,1,-1,1
-1,1,1,-1,1,-1,1,-1,-1,-1,1
-1,1,-1,-1,-1,-1,1,1,1,1,1
1,1,-1,-1,-1,-1,1,1,-1,0,1
